token,importance
Ġright,0.99999994
Ġthank,0.96715426
Ġboys,0.7214222
Ġhim,0.6596284
Ġi,0.60006464
Ġcookies,0.566233
Ġyou,0.5397254
Ġshe,0.50170237
Ġthe,0.50082386
Ġthe,0.4983439
Ġstool,0.4729928
Ġthe,0.46175653
Ġreaching,0.45423847
Ġthe,0.4525297
Ġthe,0.44928628
Ġthe,0.44049352
Ġthe,0.40869302
Ġthe,0.40736324
Ġcookie,0.40711978
Ġboy,0.4037651
Ġgive,0.3956068
Ġout,0.38862592
Ġsink,0.36457443
Ġthats,0.35998896
Ġthe,0.35874954
Ġreaching,0.35321116
Ġfor,0.34429252
all,0.34133205
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<pad>,0.32698724
<s>,0.32092234
Ġher,0.30888817
Ġsink,0.30628133
Ġdishes,0.2943413
Ġdown,0.2746421
Ġfalling,0.26570803
</s>,0.25856575
Ġthink,0.257737
Ġgoing,0.23755597
Ġlooking,0.23147774
s,0.22671774
Ġoverflowing,0.20307729
Ġ,0.1971784
Ġto,0.195796
Ġit,0.18592864
Ġthe,0.14701667
Ġfor,0.1393718
Ġthe,0.1294278
Ġout,0.12918434
Ġmothers,0.0698255
Ġdoing,0.041078247
Ġis,0.027729776
Ġwindow,0.024048924
Ġis,0.020858044
Ġmothers,0.0
