token,importance
</s>,0.9999999
Ġthank,0.9335478
Ġim,0.8618914
ok,0.7989051
Ġlittle,0.7871387
Ġcurtains,0.78095114
ide,0.7305284
Ġwash,0.7175639
a,0.69073063
Ġyou,0.65845066
Ġim,0.63818043
Ġdishes,0.6322724
Ġi,0.6307136
Ġwhat,0.62273365
Ġdishes,0.6086077
Ġthe,0.5932634
Ġwater,0.5701329
Ġhis,0.56846714
Ġwashing,0.5657647
Ġdish,0.56521463
Ġright,0.55537087
Ġstool,0.55232173
Ġwater,0.53750235
Ġthe,0.53215826
Ġwalk,0.5289719
Ġand,0.5251935
s,0.52508754
Ġgonna,0.5249299
Ġwindow,0.51317745
Ġone,0.4978492
Ġthe,0.4950566
Ġthe,0.49217466
Ġwas,0.48789147
Ġyour,0.47669905
Ġsister,0.47416177
Ġhes,0.4738202
Ġboy,0.4703312
Ġwhat,0.47021416
Ġwater,0.46885055
Ġreaching,0.46824574
Ġgrand,0.4679067
Ġhand,0.46470195
Ġher,0.4617422
Ġdo,0.45846194
Ġor,0.45454136
Ġyou,0.4537794
Ġwell,0.45279723
Ġthe,0.45066532
Ġthe,0.44345632
re,0.43595922
Ġhow,0.43257308
Ġwindow,0.43177888
Ġfloor,0.43159047
Ġout,0.4307294
Ġdrying,0.42541954
Ġstanding,0.4246675
Ġthe,0.42354134
Ġseen,0.42349154
Ġfloor,0.4228432
Ġto,0.42176735
Ġuh,0.420575
Ġdo,0.41494408
Ġjust,0.40977708
Ġdo,0.40698758
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
<pad>,0.40472955
Ġthe,0.40362233
Ġwhat,0.4035707
Ġgiving,0.4010071
Ġmany,0.4004966
Ġthe,0.39998418
<s>,0.39852443
Ġwhen,0.39738068
Ġwhy,0.39652854
Ġcook,0.3961974
Ġhes,0.39582697
Ġto,0.39513534
Ġthe,0.39291558
Ġwe,0.3927537
Ġstay,0.3923706
Ġin,0.3890719
Ġof,0.38610378
Ġbe,0.3815974
Ġout,0.3814763
Ġfigure,0.37933907
Ġthe,0.3764516
Ġwind,0.375275
Ġalmost,0.37513816
Ġamb,0.37499654
Ġneed,0.37177813
Ġin,0.37170684
Ġyou,0.369813
Ġthink,0.36721945
Ġit,0.36715528
Ġlittle,0.36446023
Ġare,0.3603213
Ġshaking,0.35909146
Ġthere,0.3574861
Ġand,0.3566431
Ġto,0.35465354
Ġthings,0.34943372
Ġ,0.3469453
Ġshe,0.34629527
Ġthe,0.3455418
Ġonto,0.34541067
Ġthere,0.34486336
Ġthe,0.34117395
Ġa,0.33875433
Ġit,0.33786488
Ġare,0.33036774
ay,0.32966724
Ġ,0.32396463
Ġopen,0.32122448
Ġoverflowing,0.31814802
Ġget,0.31802112
Ġa,0.31789637
Ġwith,0.3140814
Ġmatch,0.31108993
Ġfalling,0.30977076
Ġhanding,0.3097582
ashed,0.3095225
Ġcolor,0.30295506
Ġin,0.3007384
Ġand,0.29888937
Ġspl,0.2892281
Ġoff,0.27896136
Ġgetting,0.27586025
Ġand,0.26983804
Ġthat,0.2603708
Ġon,0.26003575
Ġring,0.23658395
Ġis,0.2350093
Ġ,0.21402998
Ġis,0.19945535
Ġ,0.18029188
Ġthe,0.16498235
Ġanother,0.14160451
Ġis,0.11016235
Ġis,0.08939116
Ġcookie,0.037528727
Ġcookie,0.0
