token,importance
Ġpicture,0.9999999
Ġthis,0.81041795
Ġcake,0.79844314
</s>,0.7719683
Ġpicture,0.74538594
Ġbowl,0.719645
Ġthat,0.66988957
Ġleft,0.595982
Ġi,0.5890499
Ġwhen,0.5796506
Ġhe,0.56613666
Ġi,0.55381906
Ġand,0.54192233
Ġfor,0.53971064
Ġstanding,0.53163165
Ġa,0.5286329
everything,0.5279292
Ġthat,0.5268346
Ġa,0.52636194
Ġsister,0.50826716
Ġboys,0.50612605
Ġand,0.4993163
Ġover,0.4982284
Ġsee,0.49814057
Ġdish,0.4980078
Ġhand,0.4870049
Ġor,0.47877568
Ġbowl,0.47813222
Ġon,0.46275613
Ġwas,0.45156738
Ġyou,0.4493402
Ġsee,0.44824576
Ġin,0.44152427
Ġon,0.4359212
Ġknow,0.4258294
Ġstool,0.42295504
Ġdont,0.41305363
Ġeverything,0.40962496
<s>,0.4025359
Ġher,0.40047988
Ġa,0.39433798
Ġits,0.3925013
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
<pad>,0.3874912
